"","App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","countpos","countneut","counteg"
"8446","FH Kufstein App","FAMILY",4.3,9,20,"500+","Free",0,"Everyone","Education","November 20, 2017","2.3.1","4.4 and up",NA,NA,NA
"8447","FH App","BUSINESS",4.9,27,6,"100+","Free",0,"Everyone","Business","July 26, 2018","1.0.90","4.0 and up",NA,NA,NA
"8448","HD Wallpapers Volvo FH Trucks","PERSONALIZATION",4.3,4,17,"500+","Free",0,"Teen","Personalization","June 21, 2016","1.0","2.3.3 and up",NA,NA,NA
"8449","Jigsaw Puzzles Volvo FH Truck Game","FAMILY",4.3,4,4.7,"100+","Free",0,"Teen","Puzzle","July 24, 2017","1.0","4.0.3 and up",NA,NA,NA
"8450","Themes Volvo FH Trucks","PERSONALIZATION",4.3,14,14,"1,000+","Free",0,"Teen","Personalization","June 17, 2016","1.0","2.3.3 and up",NA,NA,NA
"8451","FH School","FAMILY",5,4,5.8,"100+","Free",0,"Everyone","Education","April 11, 2018","1.0.1","4.0.3 and up",NA,NA,NA
"8452","FH Wallet","FINANCE",4.3,0,9.9,"1+","Free",0,"Everyone","Finance","July 26, 2018","1.0.0","4.1 and up",NA,NA,NA
"8453","FH Dortmund FB4","FAMILY",4.3,40,9.9,"1,000+","Free",0,"Everyone","Education","May 22, 2018","1.2.0","4.0.3 and up",NA,NA,NA
"8454","Fast Motorcycle Driver 2016","GAME",4.2,28151,49,"1,000,000+","Free",0,"Everyone 10+","Racing","December 25, 2016","1.2","2.3.3 and up",NA,NA,NA
"8455","Wallpapers Volvo FH Truck","PERSONALIZATION",4.2,4,14,"100+","Free",0,"Teen","Personalization","July 31, 2016","1.0","2.3.3 and up",NA,NA,NA
"8456","HD Jigsaw Volvo FH Trucks","FAMILY",4.3,2,7.6,"500+","Free",0,"Teen","Puzzle","November 29, 2016","1.0","4.0 and up",NA,NA,NA
"8457","Jigsaw Puzzles Volvo FH Trucks","FAMILY",4.3,3,7.8,"1,000+","Free",0,"Teen","Puzzle","December 1, 2016","1.0","4.0 and up",NA,NA,NA
"8458","Angry Shark 2016","FAMILY",4,73185,46,"5,000,000+","Free",0,"Teen","Simulation","November 1, 2017","1.6","4.0 and up",NA,NA,NA
"8459","First Hawaiian Bank Mobile","FINANCE",2.1,232,29,"10,000+","Free",0,"Everyone","Finance","May 9, 2018","18.1.79","5.0 and up",NA,NA,NA
"8460","FH CODE","TOOLS",4.3,13,3.6,"100+","Free",0,"Everyone","Tools","February 26, 2018","FH CODE 1.0","2.1 and up",NA,NA,NA
"8461","Strike! Ten Pin Bowling","SPORTS",4.2,18584,49,"5,000,000+","Free",0,"Everyone","Sports","June 27, 2018","1.7.0","4.1 and up",NA,NA,NA
"8462","IKORO FH App Rosenheim","FAMILY",4.3,22,29,"1,000+","Free",0,"Everyone","Education","February 6, 2018","1.10.0.0","2.3.3 and up",NA,NA,NA
"8463","My Truck","TOOLS",2.5,247,8.2,"10,000+","Free",0,"Everyone","Tools","March 15, 2017","1.0.6","4.2 and up",NA,NA,NA
"8464","Talking Tom Bubble Shooter","FAMILY",4.4,687136,54,"50,000,000+","Free",0,"Everyone","Casual","May 25, 2018","1.5.3.20","4.1 and up",NA,NA,NA
"8465","Forgotten Hill: Fall","GAME",4.4,1063,18,"50,000+","Free",0,"Teen","Adventure","October 30, 2017","1.7","3.0 and up",NA,NA,NA
"8466","Forgotten Hill Mementoes","GAME",4.6,2027,56,"100,000+","Free",0,"Teen","Adventure","March 19, 2018","1.5","4.1 and up",NA,NA,NA
"8467","EHiN-FH conferenceapp","COMMUNICATION",4.3,5,26,"100+","Free",0,"Everyone","Communication","November 15, 2016","1.17","4.1 and up",NA,NA,NA
"8468","BTK-FH Online Campus","FAMILY",4.3,1,3.3,"500+","Free",0,"Everyone","Education","November 7, 2016","1.7.2","4.0.3 and up",NA,NA,NA
"8469","Talking Husky Dog","FAMILY",4.4,26545,40,"1,000,000+","Free",0,"Everyone","Casual","July 20, 2018","2.08","4.1 and up",NA,NA,NA
"8470","Bubble Bird Rescue","FAMILY",4.2,70753,14,"5,000,000+","Free",0,"Everyone","Puzzle","August 7, 2018","1.8.6","4.0.3 and up",NA,NA,NA
"8471","Forgotten Hill: Surgery","GAME",4.5,2431,24,"100,000+","Free",0,"Teen","Adventure","November 3, 2017","1.4","3.0 and up",NA,NA,NA
"8472","Real Airplane Flight Simulator: Pilot Games","FAMILY",3.3,21735,37,"1,000,000+","Free",0,"Everyone","Simulation","July 11, 2018","1.0.03","4.0 and up",NA,NA,NA
"8473","Forgotten Hill: Puppeteer","GAME",4.5,2917,22,"100,000+","Free",0,"Teen","Adventure","October 30, 2017","2.6","2.3 and up",NA,NA,NA
"8474","Airplane Fly Hawaii","FAMILY",4.1,83427,16,"1,000,000+","Free",0,"Everyone","Simulation","January 30, 2015","2.6","4.1 and up",NA,NA,NA
"8475","FiSwitch","TOOLS",4.8,615,2,"10,000+","Paid",1.99,"Everyone","Tools","July 24, 2018","5.2","5.0 and up",NA,NA,NA
"8476","Signal Info","TOOLS",4.6,424,3.5,"10,000+","Free",0,"Everyone","Tools","December 19, 2017","0.11","6.0 and up",NA,NA,NA
"8477","Signal Spy - Monitor Signal Strength & Data Usage","TOOLS",4.4,875,8.5,"100,000+","Free",0,"Everyone","Tools","December 31, 2017","1.9.9.5","5.1 and up",NA,NA,NA
"8478","Avast Wi-Fi Finder","PRODUCTIVITY",4.3,37277,13,"1,000,000+","Free",0,"Everyone","Productivity","February 26, 2018","2.3.1","4.0.3 and up",NA,NA,NA
"8479","Police Field Interview FI Card","PRODUCTIVITY",4.5,112,2.4,"1,000+","Paid",7.99,"Everyone","Productivity","March 16, 2017","3.0","4.0.3 and up",NA,NA,NA
"8480","LG Hi-Fi Plus Manager","TOOLS",3.5,154,3.4,"10,000+","Free",0,"Everyone","Tools","September 6, 2016","5.0.6","6.0 and up",NA,NA,NA
"8481","WeFi - Free Fast WiFi Connect & Find Wi-Fi Map","COMMUNICATION",4,13469,5.1,"1,000,000+","Free",0,"Everyone","Communication","June 5, 2018","4.7.0.2200000","4.0 and up",NA,NA,NA
"8482","Safe Wi-Fi","PRODUCTIVITY",2.9,32,9.7,"1,000+","Free",0,"Everyone","Productivity","August 3, 2018","1.3.22","4.4 and up",NA,NA,NA
"8483","WiFi Monitor Pro - analyzer of Wi-Fi networks","TOOLS",4.6,85,2.4,"1,000+","Paid",2.99,"Everyone","Tools","July 5, 2018","1.9","4.0 and up",NA,NA,NA
"8484","Candy simply-Fi","LIFESTYLE",2.1,2390,35,"100,000+","Free",0,"Everyone","Lifestyle","July 17, 2018","1.8.4.7","4.4 and up",NA,NA,NA
"8485","SCI-FI UI","FAMILY",4.7,15,3.9,"100+","Paid",1.99,"Everyone","Entertainment","April 16, 2018","0.0.53","1.6 and up",NA,NA,NA
"8486","Wi-Fi Master","TOOLS",4.5,3673,5.8,"500,000+","Free",0,"Everyone","Tools","July 24, 2018","1.2.1","4.1 and up",NA,NA,NA
"8487","Micro Fi","FAMILY",3.7,39,2.8,"5,000+","Free",0,"Everyone","Education","February 12, 2014","2.4","2.3.3 and up",NA,NA,NA
"8488","fi","FAMILY",2.9,691,5.8,"100,000+","Free",0,"Everyone","Strategy","June 8, 2016","1.0.3","4.0 and up",NA,NA,NA
"8489","Portable Wi-Fi hotspot Free","COMMUNICATION",4,1711,2.1,"100,000+","Free",0,"Everyone","Communication","January 11, 2018","1.2.5.4-11","2.3 and up",NA,NA,NA
"8490","Wi-Fi Networks","PRODUCTIVITY",4.2,115,1.4,"10,000+","Free",0,"Everyone","Productivity","October 5, 2015","1.4","4.1 and up",NA,NA,NA
"8491","FI CFL","FINANCE",3.7,112,3.9,"10,000+","Free",0,"Everyone","Finance","July 5, 2018","1.1.1","5.0 and up",NA,NA,NA
"8492","Tassa.fi Finland","LIFESTYLE",3.6,346,7.5,"50,000+","Free",0,"Everyone","Lifestyle","May 22, 2018","5.5","4.0 and up",NA,NA,NA
"8493","TownWiFi | Wi-Fi Everywhere","COMMUNICATION",3.9,2372,58,"500,000+","Free",0,"Everyone","Communication","August 2, 2018","4.2.1","4.2 and up",NA,NA,NA
"8494","Jazz Wi-Fi","COMMUNICATION",3.4,49,4,"10,000+","Free",0,"Everyone","Communication","February 10, 2017","0.1","2.3 and up",NA,NA,NA
"8495","osmino Wi-Fi: free WiFi","TOOLS",4.2,134203,4.1,"10,000,000+","Free",0,"Everyone","Tools","August 7, 2018","6.06.14","4.4 and up",NA,NA,NA
"8496","Sat-Fi Voice","COMMUNICATION",3.4,37,14,"1,000+","Free",0,"Everyone","Communication","November 21, 2014","2.2.1.5","2.2 and up",NA,NA,NA
"8497","Wi-Fi Visualizer","TOOLS",3.9,132,2.6,"50,000+","Free",0,"Everyone","Tools","May 17, 2017","0.0.9","2.3 and up",NA,NA,NA
"8498","Lennox iComfort Wi-Fi","LIFESTYLE",3,552,7.6,"50,000+","Free",0,"Everyone","Lifestyle","March 22, 2017","2.0.15","2.3.3 and up",NA,NA,NA
"8499","Sci-Fi Sounds and Ringtones","PERSONALIZATION",3.6,128,11,"10,000+","Free",0,"Everyone","Personalization","September 27, 2017","4.0","4.0 and up",NA,NA,NA
"8500","Sci Fi Sounds","FAMILY",3.2,4,8,"1,000+","Free",0,"Everyone","Entertainment","November 2, 2017","1.0","4.0 and up",NA,NA,NA
"8501","Free Wi-fi HotspoT","COMMUNICATION",4.1,382,2.3,"50,000+","Free",0,"Everyone","Communication","July 20, 2018","2.5","4.0 and up",NA,NA,NA
"8502","FJ 4x4 Cruiser Offroad Driving","FAMILY",4.1,3543,49,"500,000+","Free",0,"Everyone","Simulation","January 4, 2017","1.1","2.3 and up",NA,NA,NA
"8503","FJ 4x4 Cruiser Snow Driving","FAMILY",4.2,1619,43,"500,000+","Free",0,"Everyone","Simulation","June 4, 2018","1.3","4.0 and up",NA,NA,NA
"8504","Wallpapers Toyota FJ Cruiser","PERSONALIZATION",4.2,78,10,"10,000+","Free",0,"Everyone","Personalization","June 20, 2016","1.0","2.3.3 and up",NA,NA,NA
"8505","New Wallpapers Toyota FJ Cruiser Theme","PERSONALIZATION",4.3,1,16,"100+","Free",0,"Teen","Personalization","February 23, 2018","1.0","4.1 and up",NA,NA,NA
"8506","FJ Final Join , Circles Game","GAME",4.7,32,24,"1,000+","Free",0,"Teen","Arcade","July 11, 2018","0.24","4.3 and up",NA,NA,NA
"8507","HD Wallpaper - Toyota FJ Cruiser","TOOLS",4.3,2,6.2,"100+","Free",0,"Everyone","Tools","November 10, 2017","1.0","4.0 and up",NA,NA,NA
"8508","FJ Drive: Mercedes-Benz Lease","AUTO_AND_VEHICLES",4.6,107,27,"10,000+","Free",0,"Everyone","Auto & Vehicles","November 6, 2017","2.0.0","4.1 and up",NA,NA,NA
"8509","Driving n Parking School 2017","FAMILY",4.5,15,46,"1,000+","Free",0,"Everyone","Simulation","May 31, 2017","1.0","2.3 and up",NA,NA,NA
"8510","FJ WiFi HDD","TOOLS",4.3,40,2.4,"5,000+","Free",0,"Everyone","Tools","October 31, 2017","1.0.5","2.1 and up",NA,NA,NA
"8511","Offroad Cruiser","FAMILY",4.3,42432,36,"1,000,000+","Free",0,"Everyone","Simulation","July 13, 2016","1.3","2.3.3 and up",NA,NA,NA
"8512","HD Themes Toyota Cruiser 70","PERSONALIZATION",4.5,86,17,"10,000+","Free",0,"Teen","Personalization","October 2, 2016","1.0","2.3.3 and up",NA,NA,NA
"8513","Toyota Cruisers & Trucks Mag","TRAVEL_AND_LOCAL",4.5,10,8,"500+","Free",0,"Everyone","Travel & Local","March 14, 2018","3.0.0","4.4 and up",NA,NA,NA
"8514","4 x4 Offroad SUV 3D Truck Simulator Driving 2017","FAMILY",4.4,32,37,"1,000+","Free",0,"Everyone","Simulation","December 6, 2017","1.0","2.3 and up",NA,NA,NA
"8515","Cake Shop - Kids Cooking","FAMILY",4.3,30668,33,"5,000,000+","Free",0,"Everyone","Casual;Pretend Play","July 16, 2018","2.1.3181","4.0.3 and up",NA,NA,NA
"8516","HD Themes Toyota Cruiser 60","PERSONALIZATION",4.3,0,15,"100+","Free",0,"Teen","Personalization","October 2, 2016","1.0","2.3.3 and up",NA,NA,NA
"8517","HD Themes Toyota Cruiser70","PERSONALIZATION",4.3,0,15,"100+","Free",0,"Teen","Personalization","October 3, 2016","1.0","2.3.3 and up",NA,NA,NA
"8518","HD Themes Toyota Cruiser 80","PERSONALIZATION",4.3,2,13,"100+","Free",0,"Teen","Personalization","October 3, 2016","1.0","2.3.3 and up",NA,NA,NA
"8519","HD Themes Toyota Cruiser 50","PERSONALIZATION",4.3,1,11,"50+","Free",0,"Teen","Personalization","October 2, 2016","1.0","2.3.3 and up",NA,NA,NA
"8520","OFF-ROAD SIMULATOR 4x4 : REAL","FAMILY",4.2,109,25,"10,000+","Free",0,"Everyone","Simulation","April 15, 2017","1.4","2.3 and up",NA,NA,NA
"8521","HD Themes Toyota Cruiser 100VX","PERSONALIZATION",4.3,2,16,"100+","Free",0,"Teen","Personalization","September 30, 2016","1.0","2.3.3 and up",NA,NA,NA
"8522","HD Themes Toyota Cruiser 200","PERSONALIZATION",3.7,3,15,"100+","Free",0,"Teen","Personalization","October 1, 2016","1.0","2.3.3 and up",NA,NA,NA
"8523","HD Themes Toyota Cruiser 40","PERSONALIZATION",4.3,2,15,"100+","Free",0,"Teen","Personalization","October 2, 2016","1.0","2.3.3 and up",NA,NA,NA
"8524","Offroad 4x4 Car Driving","FAMILY",4.3,26224,43,"1,000,000+","Free",0,"Everyone","Simulation","April 29, 2017","1.0.4","2.3 and up",NA,NA,NA
"8525","Motocross Beach Jumping 3D","FAMILY",4,105954,43,"10,000,000+","Free",0,"Teen","Simulation","June 5, 2018","1.7.3","4.1 and up",NA,NA,NA
"8526","Offroad drive : 4x4 driving game","GAME",3.5,2071,36,"100,000+","Free",0,"Everyone","Racing","June 29, 2018","1.0.3","4.1 and up",NA,NA,NA
"8527","Hair saloon - Spa salon","FAMILY",4.2,38473,23,"10,000,000+","Free",0,"Everyone","Casual;Pretend Play","April 11, 2018","1.0.5","4.1 and up",NA,NA,NA
"8528","Rope Hero: Vice Town","GAME",4.4,452589,99,"10,000,000+","Free",0,"Mature 17+","Action","July 1, 2018","2.2","4.0 and up",NA,NA,NA
"8529","Drive 4x4 Luxury SUV Jeep","GAME",4.2,2183,46,"500,000+","Free",0,"Everyone","Racing","July 10, 2018","1.12","2.3 and up",NA,NA,NA
"8530","FJ-link","TOOLS",4.3,1,20,"10+","Free",0,"Everyone","Tools","January 3, 2018","1.1.2","4.1 and up",NA,NA,NA
"8531","Motocross Mayhem","GAME",3.8,35171,45,"1,000,000+","Free",0,"Everyone","Racing","February 11, 2014","1.2","2.3 and up",NA,NA,NA
"8532","Funny Jokes","FAMILY",3.9,2505,2.9,"100,000+","Free",0,"Mature 17+","Entertainment","June 18, 2018","1.2","4.1 and up",NA,NA,NA
"8533","Flight Simulator: Fly Plane 3D","FAMILY",4,660613,21,"50,000,000+","Free",0,"Everyone","Simulation","March 1, 2017","1.32","2.3 and up",NA,NA,NA
"8534","Motocross Fun Simulator","FAMILY",3.8,22570,35,"1,000,000+","Free",0,"Everyone","Simulation","January 9, 2017","1.2","2.3.3 and up",NA,NA,NA
"8535","Dino Defends king 3 – Dinosaur T rex Hunter Games","GAME",3.6,182,41,"50,000+","Free",0,"Teen","Adventure","March 1, 2018","2.1","4.1 and up",NA,NA,NA
"8536","Fast Notes FJ","PRODUCTIVITY",4.2,12,2.2,"500+","Free",0,"Everyone","Productivity","August 12, 2014","8.0.0","2.2 and up",NA,NA,NA
"8537","FJ Toolkit","TOOLS",4.3,1,2.5,"100+","Paid",1.49,"Everyone","Tools","December 21, 2015","14","4.0 and up",NA,NA,NA
"8538","Block Gun 3D: Haunted Hollow","GAME",3.8,16282,35,"1,000,000+","Free",0,"Teen","Action","October 9, 2017","1.1.4","2.3 and up",NA,NA,NA
"8539","Art of F J Taylor","VIDEO_PLAYERS",4.3,2,1.5,"10+","Free",0,"Everyone","Video Players & Editors","June 23, 2015","1.0.2","4.3 and up",NA,NA,NA
"8540","Driving Suv Toyota Car Simulator","FAMILY",3.7,187,54,"10,000+","Free",0,"Everyone","Simulation","November 12, 2017","1","4.0 and up",NA,NA,NA
"8541","Navy Gunner Shoot War 3D","GAME",4,103199,44,"10,000,000+","Free",0,"Teen","Action","August 2, 2018","1.0.7.8","4.2 and up",NA,NA,NA
"8542","Drift Legends","GAME",4.2,33788,27,"1,000,000+","Free",0,"Everyone","Racing","March 29, 2018","1.8.5","4.1 and up",NA,NA,NA
"8543","FK","MEDICAL",4.4,1517,8.5,"100,000+","Free",0,"Everyone","Medical","July 13, 2018","2.5.9","2.3 and up",NA,NA,NA
"8544","FK (FlightKid)","GAME",4.3,2,22,"10+","Free",0,"Everyone","Action","March 3, 2016","1.0","4.0 and up",NA,NA,NA
"8545","FK Suduva Marijampole","SPORTS",4.3,2,26,"10+","Free",0,"Everyone","Sports","February 21, 2018","1.0","4.1 and up",NA,NA,NA
"8546","Fairy Kingdom: World of Magic and Farming","FAMILY",4.4,129542,63,"1,000,000+","Free",0,"Everyone","Strategy;Creativity","July 23, 2018","2.4.9","4.0.3 and up",NA,NA,NA
"8547","FK Željeznicar","SPORTS",4.9,1420,20,"10,000+","Free",0,"Everyone","Sports","July 12, 2018","2.5.0","4.2 and up",NA,NA,NA
"8548","FK Oleksandria","SPORTS",4.3,0,26,"10+","Free",0,"Everyone","Sports","February 14, 2018","1.0","4.1 and up",NA,NA,NA
"8549","FK CLASSIC FOR YOU","BUSINESS",5,1,3.5,"10+","Free",0,"Everyone","Business","February 20, 2018","1.1.0","4.0 and up",NA,NA,NA
"8550","FK Sileks","SPORTS",4.3,0,26,"1+","Free",0,"Everyone","Sports","March 18, 2018","1.0","4.1 and up",NA,NA,NA
"8551","Kernel Manager for Franco Kernel <U+2728>","TOOLS",4.8,12700,10,"100,000+","Paid",3.49,"Everyone","Tools","August 3, 2018","3.2.5","5.0 and up",NA,NA,NA
"8552","Qarabag FK","SPORTS",4.3,9,5.5,"100+","Free",0,"Everyone","Sports","August 1, 2018","1.14","4.2 and up",NA,NA,NA
"8553","FK Sloboda Tuzla","SPORTS",4.3,0,26,"10+","Free",0,"Everyone","Sports","February 20, 2018","1.0","4.1 and up",NA,NA,NA
"8554","FK Jelgava","SPORTS",4.3,0,26,"5+","Free",0,"Everyone","Sports","February 22, 2018","1.0","4.1 and up",NA,NA,NA
"8555","FK Vojvodina","SPORTS",4.3,5,26,"50+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8556","FK Liepaja","SPORTS",4.3,4,26,"100+","Free",0,"Everyone","Sports","March 17, 2018","1.0","4.1 and up",NA,NA,NA
"8557","FK Teplice","SPORTS",4.3,2,26,"50+","Free",0,"Everyone","Sports","March 1, 2018","1.0","4.1 and up",NA,NA,NA
"8558","FK Sarajevo","SPORTS",4.3,6,26,"100+","Free",0,"Everyone","Sports","March 2, 2018","1.0","4.1 and up",NA,NA,NA
"8559","FK Vardar","SPORTS",4.3,2,26,"10+","Free",0,"Everyone","Sports","February 20, 2018","1.0","4.1 and up",NA,NA,NA
"8560","Ray Financial Calculator Pro","FINANCE",4,67,2.4,"10,000+","Paid",2.99,"Everyone","Finance","July 3, 2017","4","3.2 and up",NA,NA,NA
"8561","FK Bregalnica Štip","SPORTS",4.3,0,26,"1+","Free",0,"Everyone","Sports","February 24, 2018","1.0","4.1 and up",NA,NA,NA
"8562","FK Mladost Lucani","SPORTS",4.3,0,26,"5+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8563","FK Radnicki Nis","SPORTS",4.3,1,26,"50+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8564","FK Dukla Prague","SPORTS",4.3,0,26,"10+","Free",0,"Everyone","Sports","February 28, 2018","1.0","4.1 and up",NA,NA,NA
"8565","FK Rad","SPORTS",4.3,1,26,"10+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8566","FK Jablonec","SPORTS",4.3,2,26,"50+","Free",0,"Everyone","Sports","February 27, 2018","1.0","4.1 and up",NA,NA,NA
"8567","FK Senica","SPORTS",4.3,0,13,"10+","Free",0,"Everyone","Sports","August 24, 2017","14","4.1 and up",NA,NA,NA
"8568","FK Vozdovac","SPORTS",4.3,1,26,"10+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8569","Toy Truck Rally 3D","GAME",4,301895,25,"50,000,000+","Free",0,"Everyone","Racing","May 23, 2018","1.4.4","4.1 and up",NA,NA,NA
"8570","FK Mladá Boleslav","SPORTS",4.3,0,26,"10+","Free",0,"Everyone","Sports","March 18, 2018","2.0","4.1 and up",NA,NA,NA
"8571","FK Macva Sabac","SPORTS",4.3,3,26,"10+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8572","FK Crvena zvezda","SPORTS",4.9,1211,15,"10,000+","Free",0,"Everyone","Sports","January 22, 2018","1.0.1","4.4 and up",NA,NA,NA
"8573","FK Events","PRODUCTIVITY",4.3,0,18,"5+","Free",0,"Teen","Productivity","June 27, 2018","7.17.2.1","5.0 and up",NA,NA,NA
"8574","PRO MX MOTOCROSS 2","GAME",3.8,25275,21,"5,000,000+","Free",0,"Everyone","Racing","August 11, 2017","1.10","2.3 and up",NA,NA,NA
"8575","FK Jonava","SPORTS",4.3,1,26,"5+","Free",0,"Everyone","Sports","February 21, 2018","1.0","4.1 and up",NA,NA,NA
"8576","FK Željeznicar Izzy","FAMILY",4.9,119,17,"1,000+","Free",0,"Everyone","Entertainment","November 18, 2016","1.0","4.4 and up",NA,NA,NA
"8577","FK Cukaricki","SPORTS",4.3,0,26,"10+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8578","Austria Wien FK - Fussball - Inoffizielle App","SPORTS",4.3,2,12,"100+","Free",0,"Everyone","Sports","July 27, 2018","1.0.4","4.1 and up",NA,NA,NA
"8579","FK Železiarne Podbrezová","SPORTS",4.3,0,26,"5+","Free",0,"Everyone","Sports","April 23, 2018","1.0","4.1 and up",NA,NA,NA
"8580","FK Viktoria Žižkov","SPORTS",4.3,0,26,"10+","Free",0,"Everyone","Sports","February 27, 2018","1.0","4.1 and up",NA,NA,NA
"8581","FK Zemun","SPORTS",4.3,3,26,"10+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8582","FK Atlantas","SPORTS",1.5,2,26,"5+","Free",0,"Everyone","Sports","February 21, 2018","1.0","4.1 and up",NA,NA,NA
"8583","FK Spartak Subotica","SPORTS",4.3,0,26,"10+","Free",0,"Everyone","Sports","February 19, 2018","1.0","4.1 and up",NA,NA,NA
"8584","FK Dedinje BGD","SPORTS",5,36,2.6,"100+","Free",0,"Everyone","Sports","February 11, 2017","1.1","4.0 and up",NA,NA,NA
"8585","FK Fotbal Trinec","SPORTS",4.3,0,27,"10+","Free",0,"Everyone","Sports","March 18, 2018","1.0","4.1 and up",NA,NA,NA
"8586","FK Crvena Zvezda Izzy","TOOLS",4.8,1456,15,"50,000+","Free",0,"Everyone","Tools","November 14, 2016","1.2","4.4 and up",NA,NA,NA
"8587","FK Utenis Utena","SPORTS",4.3,0,26,"5+","Free",0,"Everyone","Sports","February 21, 2018","1.0","4.1 and up",NA,NA,NA
"8588","Crazy Freekick","SPORTS",3.9,47688,17,"5,000,000+","Free",0,"Everyone","Sports","May 18, 2016","1.0.15","2.3 and up",NA,NA,NA
"8589","FL State Parks Guide","TRAVEL_AND_LOCAL",3.7,871,45,"100,000+","Free",0,"Everyone","Travel & Local","October 27, 2017","5.29.23 Domain 253","4.4 and up",NA,NA,NA
"8590","FL SW Fishing Regulations","SPORTS",4.6,60,24,"1,000+","Paid",1.99,"Everyone","Sports","March 7, 2014","1.03","2.2 and up",NA,NA,NA
"8591","Permit Test FL Florida DHSMV","FAMILY",4.7,246,11,"10,000+","Free",0,"Everyone","Education","October 12, 2017","2.9.0","4.1 and up",NA,NA,NA
"8592","FL Lottery Results","FAMILY",4.6,1481,3.1,"50,000+","Free",0,"Teen","Entertainment","March 31, 2018","3.7","4.1 and up",NA,NA,NA
"8593","Florida DMV Permit Test -Fl","FAMILY",4.3,87,30,"10,000+","Free",0,"Everyone","Education","February 15, 2018","6.0.3","4.4 and up",NA,NA,NA
"8594","Lottery Results: Florida","FAMILY",4.2,582,3.2,"100,000+","Free",0,"Teen","Entertainment","January 22, 2018","4.0","4.0 and up",NA,NA,NA
"8595","Scratch-Off Guide for FL Lotto","FAMILY",4.6,25,5.6,"5,000+","Free",0,"Everyone","Entertainment","July 4, 2018","1.11","4.0.3 and up",NA,NA,NA
"8596","Charlotte County, FL","PRODUCTIVITY",4.7,10,7.1,"1,000+","Free",0,"Everyone","Productivity","February 23, 2017","3.9.4","4.0.3 and up",NA,NA,NA
